temps(s)	Ti1	Ti2	Ti3	Ti4	Ti5	To1	To2	To3	Ts1	To5	To4	T1	T2	T3	T4	T5	T_marchepas	T6	T7	T8	T9	T10	T11	T12	T13	diff_pression	Debit(kg/s)	frequence(hz)	pression_statique(pascal)	Ts2
2,000000	19,811348	0,000000	0,000000	0,000000	0,000000	19,706551	19,701506	19,811348	19,624674	19,720629	19,730721	19,720629	20,027414	19,725676	19,880972	20,012274	20,459999	19,809999	340282346638528860000000000000000000000,000000	19,699999	20,150000	20,119999	19,969999	20,059999	20,209999	430,701019	0,000000	20,000000	100926,093750	19,700001
4,000000	19,811348	0,000000	0,000000	0,000000	0,000000	19,711617	19,711617	19,806299	19,619629	19,720629	19,740814	19,720629	20,017323	19,725676	19,880972	20,017323	20,459999	19,809999	340282346638528860000000000000000000000,000000	19,709999	20,150000	20,109999	19,969999	20,059999	20,189999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100430,046875	19,700001
6,000000	19,806299	0,000000	0,000000	0,000000	0,000000	19,716661	19,716661	19,691414	19,619629	19,725676	19,745859	19,715565	20,027414	19,730721	19,875927	20,007208	20,449999	19,809999	340282346638528860000000000000000000000,000000	19,709999	20,150000	20,109999	19,969999	20,059999	20,180000	603,832031	0,000000	20,000000	100234,023437	19,700001
8,000000	19,691414	0,000000	0,000000	0,000000	0,000000	19,716661	19,711617	19,701506	19,619629	19,725676	19,875927	19,705471	20,027414	19,725676	19,745859	20,012274	20,449999	19,809999	340282346638528860000000000000000000000,000000	19,709999	20,150000	20,109999	19,969999	20,049999	20,170000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100142,015625	19,700001
10,000000	19,806299	0,000000	0,000000	0,000000	0,000000	19,716661	19,731821	19,706551	19,624674	19,730721	19,875927	19,705471	20,032461	19,725676	19,875927	20,027414	20,449999	19,830000	340282346638528860000000000000000000000,000000	19,719999	20,139999	20,109999	19,969999	20,039999	20,160000	569,176025	0,000000	20,000000	100098,007812	19,700001
12,000000	19,801254	0,000000	0,000000	0,000000	0,000000	19,907322	19,917437	19,746960	19,624674	19,901176	19,821613	19,710516	20,042574	19,875927	19,921362	19,998379	20,449999	19,920000	340282346638528860000000000000000000000,000000	19,799999	20,139999	20,109999	19,969999	20,039999	20,150000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100074,007812	19,700001
14,000000	19,801254	0,000000	0,000000	0,000000	0,000000	20,018459	20,023508	19,817686	19,764833	19,872116	19,957964	19,730721	20,057714	19,906223	19,862024	20,274878	20,449999	20,059999	340282346638528860000000000000000000000,000000	19,920000	20,139999	20,109999	19,959999	20,029999	20,139999	591,291016	0,000000	20,000000	100070,007812	19,700001
16,000000	19,806299	0,000000	0,000000	0,000000	0,000000	20,159901	20,175062	20,043713	19,790081	20,133471	20,114531	19,886019	19,952919	19,826660	20,057714	20,431450	20,449999	20,219999	340282346638528860000000000000000000000,000000	20,059999	20,139999	20,100000	19,969999	20,039999	20,150000	599,688049	0,000000	20,000000	100062,007812	19,600000
18,000000	19,801254	0,000000	0,000000	0,000000	0,000000	20,296301	20,211718	20,144741	19,705471	20,264784	20,421337	19,916317	19,963013	19,872116	20,128424	20,463032	20,449999	20,369999	340282346638528860000000000000000000000,000000	20,209999	20,150000	20,109999	19,969999	20,109999	20,139999	584,684021	0,000000	20,000000	100058,007812	19,500000
20,000000	19,801254	0,000000	0,000000	0,000000	0,000000	20,363285	20,533749	20,281141	19,880972	20,411243	20,478172	19,936520	19,978170	20,042574	20,079184	20,604458	20,449999	20,500000	340282346638528860000000000000000000000,000000	20,340000	20,150000	20,109999	19,969999	20,139999	20,109999	597,501038	0,000000	20,000000	100058,007812	19,500000
22,000000	19,786097	0,000000	0,000000	0,000000	0,000000	20,660049	20,605793	20,387226	19,936520	20,547615	20,785019	19,826660	19,973125	19,963013	20,264784	20,886032	20,459999	20,650000	340282346638528860000000000000000000000,000000	20,469999	20,160000	20,109999	19,969999	20,180000	20,219999	578,970032	0,000000	20,000000	100054,007812	19,400000
24,000000	19,760847	0,000000	0,000000	0,000000	0,000000	20,801517	20,887428	20,358219	20,002163	20,668848	20,931503	19,841818	19,973125	19,993311	20,310225	20,867115	20,459999	20,779999	340282346638528860000000000000000000000,000000	20,580000	20,160000	20,119999	19,980000	20,209999	20,320000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100054,007812	19,400000
26,000000	19,590393	0,000000	0,000000	0,000000	0,000000	20,818012	21,044067	20,454214	19,947872	20,800163	20,968153	19,862024	19,963013	20,158724	20,375895	20,988367	20,449999	20,879999	340282346638528860000000000000000000000,000000	20,680000	20,160000	20,119999	19,980000	20,250000	20,309999	604,430054	0,000000	20,000000	100054,007812	19,400000
28,000000	19,575235	0,000000	0,000000	0,000000	0,000000	20,979704	21,080767	20,565374	20,148630	20,926455	21,264912	20,002163	19,968079	20,079184	20,436497	21,069195	20,449999	20,969999	340282346638528860000000000000000000000,000000	20,789999	20,170000	20,119999	19,990000	20,289999	20,529999	605,896057	0,000000	20,000000	100054,007812	19,400000
30,000000	19,680033	0,000000	0,000000	0,000000	0,000000	21,251240	21,222258	20,771212	20,109484	21,042635	21,411434	20,027414	19,963013	20,099369	20,346846	21,275028	20,449999	21,029999	340282346638528860000000000000000000000,000000	20,879999	20,170000	20,129999	19,990000	20,320000	20,439999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100054,007812	19,400000
32,000000	19,654762	0,000000	0,000000	0,000000	0,000000	21,242472	21,503922	20,727055	20,310225	21,143675	21,547827	20,032461	19,963013	20,124622	20,507217	21,381104	20,449999	21,129999	340282346638528860000000000000000000000,000000	20,959999	20,170000	20,129999	19,990000	20,309999	20,400000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100050,007812	19,500000
34,000000	19,499468	0,000000	0,000000	0,000000	0,000000	21,368805	21,635326	20,927849	20,396101	21,119699	21,679197	20,042574	19,963013	20,274878	20,537519	21,342009	20,449999	21,219999	340282346638528860000000000000000000000,000000	21,039999	20,180000	20,129999	20,000000	20,299999	20,369999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100050,007812	19,500000
36,000000	19,479265	0,000000	0,000000	0,000000	0,000000	21,490091	21,781885	21,013741	20,356962	21,230862	21,805519	20,047619	19,998379	20,295084	20,442822	21,552896	20,459999	21,320000	340282346638528860000000000000000000000,000000	21,109999	20,180000	20,129999	20,000000	20,309999	20,369999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100050,007812	19,500000
38,000000	19,479265	0,000000	0,000000	0,000000	0,000000	21,761671	21,813570	20,984753	20,552662	21,426580	21,911633	19,973125	20,259735	20,225639	20,564039	21,624941	20,459999	21,520000	340282346638528860000000000000000000000,000000	21,260000	20,189999	20,139999	20,000000	20,309999	20,359999	619,646057	0,000000	20,000000	100050,007812	19,500000
40,000000	19,615644	0,000000	0,000000	0,000000	0,000000	21,928452	21,975311	21,116142	20,638525	21,463257	21,973600	20,163771	20,190290	20,431450	20,774904	21,926781	20,459999	21,699999	340282346638528860000000000000000000000,000000	21,389999	20,189999	20,139999	20,000000	20,309999	20,420000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100050,007812	19,500000
42,000000	19,760847	0,000000	0,000000	0,000000	0,000000	22,034607	22,111790	21,191927	20,754715	21,579460	22,104971	20,069071	20,190290	20,362009	20,710535	21,943264	20,469999	21,830000	340282346638528860000000000000000000000,000000	21,449999	20,199999	20,150000	20,010000	20,330000	20,570000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100050,007812	19,500000
44,000000	19,801254	0,000000	0,000000	0,000000	0,000000	22,140747	22,217936	21,392735	20,705469	21,795422	22,221216	20,109484	20,225639	20,517311	20,710535	21,983700	20,469999	21,889999	340282346638528860000000000000000000000,000000	21,559999	20,209999	20,150000	20,020000	20,350000	20,590000	600,600037	0,000000	20,000000	100050,007812	19,500000
46,000000	19,691414	0,000000	0,000000	0,000000	0,000000	22,121889	22,339256	21,338493	20,916359	21,881319	22,327328	20,269831	20,235733	20,542568	20,896149	21,983700	20,469999	21,869999	340282346638528860000000000000000000000,000000	21,629999	20,209999	20,170000	20,029999	20,379999	20,600000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100050,007812	19,500000
48,000000	19,701506	0,000000	0,000000	0,000000	0,000000	22,212885	22,550205	21,524134	21,007280	21,842215	22,548359	20,295084	20,385988	20,447868	20,821665	22,094873	20,469999	21,939999	340282346638528860000000000000000000000,000000	21,689999	20,219999	20,170000	20,029999	20,389999	20,609999	593,114014	0,000000	20,000000	100050,007812	19,500000
50,000000	19,887119	0,000000	0,000000	0,000000	0,000000	22,334206	22,686707	21,625208	20,968153	21,963482	22,674698	20,230686	20,356962	20,488270	20,872164	22,231318	20,480000	22,100000	340282346638528860000000000000000000000,000000	21,840000	20,219999	20,180000	20,039999	20,420000	20,660000	611,060059	0,000000	20,000000	100046,007812	19,500000
52,000000	19,817686	0,000000	0,000000	0,000000	0,000000	22,550205	22,777693	21,685856	21,179031	22,179434	22,780838	20,406197	20,512264	20,658733	20,937847	22,327328	20,480000	22,199999	340282346638528860000000000000000000000,000000	21,889999	20,219999	20,180000	20,039999	20,459999	20,930000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,500000
54,000000	19,837891	0,000000	0,000000	0,000000	0,000000	22,656364	22,748755	21,761671	21,275028	22,280508	22,736708	20,426403	20,532473	20,683992	20,963106	22,347548	20,490000	22,230000	340282346638528860000000000000000000000,000000	21,969999	20,219999	20,180000	20,039999	20,449999	21,160000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,600000
56,000000	19,832846	0,000000	0,000000	0,000000	0,000000	22,586977	22,814474	21,797054	21,215696	22,226269	22,912254	20,436497	20,542568	20,564039	21,057798	22,332397	20,490000	22,219999	340282346638528860000000000000000000000,000000	22,029999	20,219999	20,189999	20,049999	20,439999	21,299999	598,222046	0,000000	20,000000	100050,007812	19,600000
58,000000	19,832846	0,000000	0,000000	0,000000	0,000000	22,792866	23,030491	21,702366	21,421532	22,401806	22,858028	20,326658	20,552662	20,574152	20,937847	22,342497	20,490000	22,199999	340282346638528860000000000000000000000,000000	22,049999	20,219999	20,189999	20,049999	20,439999	21,379999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100050,007812	19,600000
60,000000	19,817686	0,000000	0,000000	0,000000	0,000000	22,723482	22,971212	21,877918	21,502367	22,317226	23,048731	20,336752	20,547615	20,594343	20,952991	22,553411	20,500000	22,309999	340282346638528860000000000000000000000,000000	22,059999	20,230000	20,189999	20,049999	20,430000	21,359999	611,822021	0,000000	20,000000	100046,007812	19,600000
62,000000	19,932594	0,000000	0,000000	0,000000	0,000000	22,899029	23,151834	21,913303	21,443041	22,372818	22,984381	20,351915	20,537519	20,604458	20,958057	22,489052	20,500000	22,369999	340282346638528860000000000000000000000,000000	22,139999	20,219999	20,189999	20,049999	20,430000	21,309999	607,239014	0,000000	20,000000	100046,007812	19,600000
64,000000	19,927528	0,000000	0,000000	0,000000	0,000000	22,829647	23,072334	21,818619	21,633736	22,558460	23,154882	20,367056	20,527405	20,609505	20,983299	22,649445	20,510000	22,379999	340282346638528860000000000000000000000,000000	22,199999	20,219999	20,189999	20,049999	20,420000	21,420000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,600000
66,000000	19,927528	0,000000	0,000000	0,000000	0,000000	22,865044	23,273184	21,848955	21,574411	22,463783	23,085485	20,502150	20,527405	20,624647	20,983299	22,674698	20,510000	22,410000	340282346638528860000000000000000000000,000000	22,219999	20,219999	20,189999	20,049999	20,389999	21,260000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,600000
68,000000	19,917437	0,000000	0,000000	0,000000	0,000000	23,045664	23,293407	21,869173	21,760038	22,499174	23,261036	20,502150	20,522358	20,624647	20,993414	22,585091	20,510000	22,449999	340282346638528860000000000000000000000,000000	22,240000	20,219999	20,189999	20,049999	20,350000	21,090000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100050,007812	19,500000
70,000000	19,907322	0,000000	0,000000	0,000000	0,000000	22,945936	23,218983	22,034607	21,805519	22,639324	23,281263	20,502150	20,507217	20,754715	20,998463	22,790960	20,510000	22,539999	340282346638528860000000000000000000000,000000	22,279999	20,219999	20,180000	20,049999	20,330000	20,959999	621,233032	0,000000	20,000000	100046,007812	19,500000
72,000000	19,882072	0,000000	0,000000	0,000000	0,000000	22,976263	23,389484	21,939924	21,746199	22,564869	23,216919	20,517311	20,502150	20,764811	20,978251	22,876879	20,510000	22,639999	340282346638528860000000000000000000000,000000	22,330000	20,219999	20,180000	20,049999	20,309999	20,850000	596,758057	0,000000	20,000000	100046,007812	19,500000
74,000000	19,882072	0,000000	0,000000	0,000000	0,000000	22,986387	23,424885	21,950043	21,911633	22,580040	23,242195	20,517311	20,367056	20,785019	21,158819	22,912254	20,510000	22,660000	340282346638528860000000000000000000000,000000	22,299999	20,209999	20,180000	20,049999	20,289999	20,750000	617,874023	0,000000	20,000000	100046,007812	19,500000
76,000000	19,877026	0,000000	0,000000	0,000000	0,000000	23,151834	23,335287	21,965191	21,837166	22,585091	23,412680	20,512264	20,367056	20,810278	21,114651	22,842854	20,510000	22,699999	340282346638528860000000000000000000000,000000	22,269999	20,209999	20,180000	20,039999	20,279999	20,680000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,500000
78,000000	19,741913	0,000000	0,000000	0,000000	0,000000	23,182182	23,515894	21,995527	22,012678	22,600243	23,328133	20,512264	20,372103	20,710535	21,290173	22,858028	20,510000	22,730000	340282346638528860000000000000000000000,000000	22,250000	20,209999	20,180000	20,039999	20,270000	20,600000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,500000
80,000000	19,731821	0,000000	0,000000	0,000000	0,000000	23,082458	23,551296	22,125576	22,058165	22,590139	23,363514	20,512264	20,507217	20,740843	21,215696	23,008301	20,510000	22,750000	340282346638528860000000000000000000000,000000	22,240000	20,199999	20,170000	20,039999	20,260000	20,529999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,500000
82,000000	19,711617	0,000000	0,000000	0,000000	0,000000	23,117857	23,471804	22,145796	21,968533	22,600243	23,513792	20,512264	20,367056	20,880985	21,225794	23,023455	20,510000	22,769999	340282346638528860000000000000000000000,000000	22,240000	20,199999	20,170000	20,029999	20,250000	20,480000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,500000
84,000000	19,706551	0,000000	0,000000	0,000000	0,000000	23,258009	23,492048	22,145796	22,139017	22,610363	23,523895	20,517311	20,367056	20,891102	21,230862	23,038626	20,510000	22,769999	340282346638528860000000000000000000000,000000	22,260000	20,199999	20,170000	20,029999	20,240000	20,439999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,500000
86,000000	19,696459	0,000000	0,000000	0,000000	0,000000	23,298460	23,642328	22,171083	22,164286	22,620462	23,544123	20,522358	20,372103	20,911291	21,396269	22,943953	20,510000	22,820000	340282346638528860000000000000000000000,000000	22,250000	20,199999	20,170000	20,029999	20,230000	20,410000	596,063049	0,000000	20,000000	100046,007812	19,500000
88,000000	19,701506	0,000000	0,000000	0,000000	0,000000	23,308584	23,667608	22,066301	22,074654	22,760635	23,559296	20,532473	20,367056	20,826714	21,411434	22,969229	20,510000	22,840000	340282346638528860000000000000000000000,000000	22,260000	20,189999	20,160000	20,029999	20,219999	20,379999	587,128052	0,000000	20,000000	100050,007812	19,500000
90,000000	19,701506	0,000000	0,000000	0,000000	0,000000	23,218983	23,578011	22,076403	22,110022	22,770737	23,459576	20,537519	20,372103	20,851973	21,316746	23,149830	20,500000	22,879999	340282346638528860000000000000000000000,000000	22,260000	20,199999	20,160000	20,029999	20,209999	20,350000	622,320007	0,000000	20,000000	100046,007812	19,500000
92,000000	19,706551	0,000000	0,000000	0,000000	0,000000	23,244261	23,613415	22,101671	22,275459	22,780838	23,630062	20,542568	20,507217	21,002232	21,326843	23,170053	20,500000	22,920000	340282346638528860000000000000000000000,000000	22,289999	20,189999	20,160000	20,020000	20,199999	20,320000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,500000
94,000000	19,706551	0,000000	0,000000	0,000000	0,000000	23,384434	23,773798	22,106741	22,300728	22,790960	23,650290	20,542568	20,512264	21,002232	21,321795	23,075380	20,500000	22,969999	340282346638528860000000000000000000000,000000	22,320000	20,189999	20,160000	20,020000	20,189999	20,309999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,600000
96,000000	19,721710	0,000000	0,000000	0,000000	0,000000	23,404661	23,783924	22,262058	22,211098	22,806110	23,675570	20,552662	20,527405	21,012327	21,367252	23,090536	20,500000	22,969999	340282346638528860000000000000000000000,000000	22,330000	20,189999	20,160000	20,020000	20,189999	20,279999	606,478027	0,000000	20,000000	100046,007812	19,600000
98,000000	19,716661	0,000000	0,000000	0,000000	0,000000	23,424885	23,689257	22,272179	22,241417	22,796009	23,575850	20,552662	20,532473	21,047684	21,517515	23,095587	20,500000	22,959999	340282346638528860000000000000000000000,000000	22,320000	20,189999	20,160000	20,020000	20,180000	20,260000	613,317017	0,000000	20,000000	100046,007812	19,700001
100,000000	19,716661	0,000000	0,000000	0,000000	0,000000	23,335287	23,709484	22,287327	22,386637	22,691233	23,591005	20,552662	20,542568	21,047684	21,532681	23,105709	20,500000	22,969999	340282346638528860000000000000000000000,000000	22,320000	20,189999	20,160000	20,020000	20,180000	20,240000	584,892029	0,000000	20,000000	100046,007812	19,700001
102,000000	19,721710	0,000000	0,000000	0,000000	0,000000	23,365616	23,739838	22,297447	22,416956	22,706385	23,616285	20,557709	20,542568	20,952991	21,547827	23,120865	20,510000	23,000000	340282346638528860000000000000000000000,000000	22,340000	20,189999	20,160000	20,020000	20,170000	20,209999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	19,700001
104,000000	19,726755	0,000000	0,000000	0,000000	0,000000	23,510843	23,885067	22,302498	22,437176	22,706385	23,756460	20,557709	20,537519	20,952991	21,537729	23,271139	20,500000	23,029999	340282346638528860000000000000000000000,000000	22,350000	20,189999	20,160000	20,020000	20,160000	20,180000	622,424011	0,000000	20,000000	100046,007812	19,799999
106,000000	19,716661	0,000000	0,000000	0,000000	0,000000	23,515894	23,900242	22,197716	22,332397	22,721556	23,786793	20,442822	20,537519	20,958057	21,542780	23,296415	20,500000	23,049999	340282346638528860000000000000000000000,000000	22,359999	20,180000	20,160000	20,020000	20,139999	20,250000	622,543030	0,000000	20,000000	100046,007812	19,900000
108,000000	19,731821	0,000000	0,000000	0,000000	0,000000	23,536121	23,925524	22,202766	22,357666	22,736708	23,807022	20,437775	20,537519	20,968153	21,552896	23,201744	20,510000	23,100000	340282346638528860000000000000000000000,000000	22,359999	20,189999	20,170000	20,029999	20,139999	20,629999	622,523010	0,000000	20,000000	100046,007812	19,900000
110,000000	19,721710	0,000000	0,000000	0,000000	0,000000	23,541193	23,930576	22,212885	22,512987	22,881931	23,697178	20,442822	20,537519	20,958057	21,512466	23,201744	20,510000	23,109999	340282346638528860000000000000000000000,000000	22,389999	20,189999	20,180000	20,039999	20,160000	21,080000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	20,000000
112,000000	19,721710	0,000000	0,000000	0,000000	0,000000	23,546244	23,815702	22,217936	22,528139	22,897102	23,722460	20,442822	20,527405	20,958057	21,517515	23,216919	20,520000	23,119999	340282346638528860000000000000000000000,000000	22,400000	20,199999	20,180000	20,059999	20,189999	21,379999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	20,000000
114,000000	19,726755	0,000000	0,000000	0,000000	0,000000	23,561420	23,825806	22,222984	22,548359	22,902153	23,727510	20,442822	20,527405	20,947943	21,517515	23,201744	20,510000	23,109999	340282346638528860000000000000000000000,000000	22,420000	20,199999	20,189999	20,059999	20,250000	21,629999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	20,000000
116,000000	19,731821	0,000000	0,000000	0,000000	0,000000	23,556349	23,861212	22,243225	22,443581	22,917307	23,742689	20,442822	20,527405	21,057798	21,372320	23,191643	20,529999	23,090000	340282346638528860000000000000000000000,000000	22,439999	20,209999	20,189999	20,059999	20,279999	21,859999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	20,000000
118,000000	19,711617	0,000000	0,000000	0,000000	0,000000	23,456646	23,861212	22,248274	22,458731	22,922358	23,882845	20,442822	20,527405	20,942896	21,532681	23,306519	20,529999	23,049999	340282346638528860000000000000000000000,000000	22,420000	20,209999	20,189999	20,070000	20,289999	22,020000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100046,007812	20,100000
120,000000	19,701506	0,000000	0,000000	0,000000	0,000000	23,471804	24,006443	22,248274	22,478952	22,922358	23,898022	20,452919	20,522358	20,937847	21,537729	23,281263	20,529999	23,039999	34,480000	22,430000	20,209999	20,199999	20,070000	20,299999	22,150000	587,746033	0,000000	20,000000	100046,007812	20,100000
122,000000	19,806299	0,000000	0,000000	0,000000	0,000000	23,471804	24,001390	22,378325	22,494104	22,817579	23,903074	20,437775	20,507217	21,047684	21,537729	23,306519	20,539999	23,080000	34,489998	22,439999	20,219999	20,199999	20,070000	20,309999	22,279999	613,580017	0,000000	20,000000	100046,007812	20,100000
124,000000	19,806299	0,000000	0,000000	0,000000	0,000000	23,466751	24,006443	22,383373	22,639324	22,817579	23,898022	20,547615	20,507217	21,032539	21,537729	23,196693	20,529999	23,080000	34,489998	22,459999	20,219999	20,199999	20,070000	20,309999	22,279999	591,937012	0,000000	20,000000	100046,007812	20,100000
126,000000	19,796207	0,000000	0,000000	0,000000	0,000000	23,476873	24,021620	22,388443	22,649445	22,822632	23,903074	20,542568	20,502150	21,027491	21,532681	23,227022	20,539999	23,100000	34,500000	22,430000	20,219999	20,189999	20,070000	20,309999	21,879999	608,993042	0,000000	20,000000	100046,007812	20,200001
128,000000	19,796207	0,000000	0,000000	0,000000	0,000000	23,466751	24,021620	22,383373	22,664597	22,817579	23,908127	20,527405	20,507217	21,022423	21,512466	23,242195	20,539999	23,109999	25,439999	22,420000	20,219999	20,189999	20,070000	20,289999	21,590000	615,145020	0,000000	20,000000	100042,007812	20,200001
130,000000	19,765892	0,000000	0,000000	0,000000	0,000000	23,476873	24,016567	22,383373	22,679768	22,932478	23,898022	20,512264	20,362009	21,017376	21,372320	23,216919	20,539999	23,109999	25,449999	22,420000	20,219999	20,189999	20,070000	20,270000	21,369999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100042,007812	20,200001
132,000000	19,605530	0,000000	0,000000	0,000000	0,000000	23,481926	24,026670	22,388443	22,564869	22,817579	23,892971	20,507217	20,346846	20,872164	21,342009	23,211866	20,539999	23,090000	25,430000	22,449999	20,219999	20,189999	20,070000	20,250000	21,199999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100042,007812	20,200001
134,000000	19,590393	0,000000	0,000000	0,000000	0,000000	23,481926	24,016567	22,383373	22,574970	22,817579	23,898022	20,507217	20,351915	20,867115	21,362204	23,221972	20,539999	23,100000	25,449999	22,439999	20,219999	20,189999	20,059999	20,240000	21,059999	617,297058	0,000000	20,000000	100046,007812	20,200001
136,000000	19,610596	0,000000	0,000000	0,000000	0,000000	23,486977	24,021620	22,383373	22,580040	22,822632	23,908127	20,517311	20,346846	20,867115	21,357155	23,221972	20,539999	23,100000	25,449999	22,459999	20,209999	20,180000	20,059999	20,219999	20,930000	597,675049	0,000000	20,000000	100046,007812	20,299999
138,000000	19,615644	0,000000	0,000000	0,000000	0,000000	23,492048	24,016567	22,393496	22,600243	22,832752	23,913198	20,527405	20,372103	20,867115	21,316746	23,227022	20,529999	23,129999	25,289999	22,490000	20,209999	20,180000	20,049999	20,199999	20,830000	616,763000	0,000000	20,000000	100046,007812	20,299999
141,000000	19,776005	0,000000	0,000000	0,000000	0,000000	23,637276	24,036797	22,398544	22,615414	22,837803	23,908127	20,522358	20,522358	21,012327	21,372320	23,201744	20,529999	23,080000	25,320000	22,439999	20,209999	20,180000	20,039999	20,180000	20,709999	618,313049	0,000000	20,000000	100042,007812	20,299999
143,000000	19,776005	0,000000	0,000000	0,000000	0,000000	23,642328	24,051954	22,418764	22,620462	22,837803	23,923304	20,547615	20,532473	21,012327	21,357155	23,216919	20,529999	23,080000	25,309999	22,480000	20,219999	20,180000	20,039999	20,189999	20,660000	616,636047	0,000000	20,000000	100046,007812	20,299999
145,000000	19,791143	0,000000	0,000000	0,000000	0,000000	23,652433	24,062080	22,418764	22,760635	22,873180	23,813459	20,557709	20,537519	20,867115	21,421532	23,311590	20,529999	23,070000	25,289999	22,549999	20,219999	20,189999	20,039999	20,250000	20,670000	623,262024	0,000000	20,000000	100042,007812	20,299999
147,000000	19,791143	0,000000	0,000000	0,000000	0,000000	23,662556	24,062080	22,428885	22,760635	23,023455	23,923304	20,552662	20,542568	20,857019	21,416483	23,291365	20,539999	23,039999	25,299999	22,559999	20,219999	20,199999	20,059999	20,350000	20,709999	593,149048	0,000000	20,000000	100046,007812	20,400000
149,000000	19,791143	0,000000	0,000000	0,000000	0,000000	23,667608	23,942133	22,313984	22,780838	23,033575	23,913198	20,442822	20,542568	20,851973	21,321795	23,115810	20,539999	23,000000	25,320000	22,570000	20,230000	20,219999	20,070000	20,430000	20,719999	622,484009	0,000000	20,000000	100042,007812	20,400000
151,000000	19,791143	0,000000	0,000000	0,000000	0,000000	23,682785	23,947186	22,428885	22,780838	23,033575	23,918249	20,452919	20,537519	20,857019	21,326843	23,250916	20,539999	23,010000	25,309999	22,549999	20,230000	20,230000	20,080000	20,650000	20,719999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100042,007812	20,400000
153,000000	19,786097	0,000000	0,000000	0,000000	0,000000	23,682785	23,957308	22,433935	22,801060	23,023455	23,918249	20,452919	20,537519	21,002232	21,342009	23,095587	20,539999	22,990000	25,320000	22,559999	20,240000	20,240000	20,080000	20,889999	20,730000	602,431030	0,000000	20,000000	100042,007812	20,400000
155,000000	19,796207	0,000000	0,000000	0,000000	0,000000	23,578011	23,977539	22,324104	22,806110	23,033575	23,928356	20,463032	20,542568	21,047684	21,517515	23,261036	20,539999	23,000000	25,320000	22,529999	20,240000	20,250000	20,090000	21,340000	20,709999	340282346638528860000000000000000000000,000000	0,000000	20,000000	100042,007812	20,400000
157,000000	19,806299	0,000000	0,000000	0,000000	0,000000	23,593187	23,997768	22,319035	22,691233	23,033575	23,933409	20,463032	20,557709	20,937847	21,532681	23,250916	20,539999	23,019999	25,330000	22,510000	20,250000	20,260000	20,100000	21,680000	20,680000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100042,007812	20,400000
159,000000	19,811348	0,000000	0,000000	0,000000	0,000000	23,608343	23,997768	22,339256	22,701334	23,038626	23,818531	20,463032	20,442822	20,937847	21,522583	23,100658	20,539999	22,980000	25,340000	22,529999	20,250000	20,270000	20,109999	21,629999	20,639999	584,366028	0,000000	20,000000	100046,007812	20,400000
161,000000	19,806299	0,000000	0,000000	0,000000	0,000000	23,623520	24,132895	22,329153	22,711435	23,033575	23,813459	20,452919	20,447868	20,942896	21,537729	23,110760	20,539999	22,969999	25,369999	22,510000	20,250000	20,270000	20,109999	21,809999	20,609999	577,395020	0,000000	20,000000	100042,007812	20,400000
163,000000	19,801254	0,000000	0,000000	0,000000	0,000000	23,618465	24,143000	22,329153	22,721556	23,028505	23,828638	20,452919	20,442822	20,963106	21,542780	23,291365	20,539999	23,049999	25,369999	22,500000	20,260000	20,279999	20,109999	21,990000	20,580000	340282346638528860000000000000000000000,000000	0,000000	20,000000	100042,007812	20,400000
